cnt,subnatio,stratum,oecd,nc,schoolid,st_id_std,st01q01,st02q01,st03q01,st03q02,st04q01,st05q01,st06q01,st07q01,st07q02,st07q03,st08q01,st09q01,st115q01,st11q01,st11q02,st11q03,st11q04,st11q05,st11q06,st13q01,st14q01,st14q02,st14q03,st14q04,st15q01,st17q01,st18q01,st18q02,st18q03,st18q04,st19q01,st20q01,st20q02,st20q03,st21q01,st25q01,st26q01,st26q02,st26q03,st26q04,st26q05,st26q06,st26q07,st26q08,st26q09,st26q10,st26q11,st26q12,st26q13,st26q14,st26q15,st26q16,st26q17,st27q01,st27q02,st27q03,st27q04,st27q05,st28q01,st29q01,st29q02,st29q03,st29q04,st29q05,st29q06,st29q07,st29q08,st35q01,st35q02,st35q03,st35q04,st35q05,st35q06,st37q01,st37q02,st37q03,st37q04,st37q05,st37q06,st37q07,st37q08,st42q01,st42q02,st42q03,st42q04,st42q05,st42q06,st42q07,st42q08,st42q09,st42q10,st43q01,st43q02,st43q03,st43q04,st43q05,st43q06,st44q01,st44q03,st44q04,st44q05,st44q07,st44q08,st46q01,st46q02,st46q03,st46q04,st46q05,st46q06,st46q07,st46q08,st46q09,st48q01,st48q02,st48q03,st48q04,st48q05,st49q01,st49q02,st49q03,st49q04,st49q05,st49q06,st49q07,st49q09,st53q01,st53q02,st53q03,st53q04,st55q01,st55q02,st55q03,st55q04,st57q01,st57q02,st57q03,st57q04,st57q05,st57q06,st61q01,st61q02,st61q03,st61q04,st61q05,st61q06,st61q07,st61q08,st61q09,st62q01,st62q02,st62q03,st62q04,st62q06,st62q07,st62q08,st62q09,st62q10,st62q11,st62q12,st62q13,st62q15,st62q16,st62q17,st62q19,st69q01,st69q02,st69q03,st70q01,st70q02,st70q03,st71q01,st72q01,st73q01,st73q02,st74q01,st74q02,st75q01,st75q02,st76q01,st76q02,st77q01,st77q02,st77q04,st77q05,st77q06,st79q01,st79q02,st79q03,st79q04,st79q05,st79q06,st79q07,st79q08,st79q10,st79q11,st79q12,st79q15,st79q17,st80q01,st80q04,st80q05,st80q06,st80q07,st80q08,st80q09,st80q10,st80q11,st81q01,st81q02,st81q03,st81q04,st81q05,st82q01,st82q02,st82q03,st83q01,st83q02,st83q03,st83q04,st84q01,st84q02,st84q03,st85q01,st85q02,st85q03,st85q04,st86q01,st86q02,st86q03,st86q04,st86q05,st87q01,st87q02,st87q03,st87q04,st87q05,st87q06,st87q07,st87q08,st87q09,st88q01,st88q02,st88q03,st88q04,st89q02,st89q03,st89q04,st89q05,st91q01,st91q02,st91q03,st91q04,st91q05,st91q06,st93q01,st93q03,st93q04,st93q06,st93q07,st94q05,st94q06,st94q09,st94q10,st94q14,st96q01,st96q02,st96q03,st96q05,st101q01,st101q02,st101q03,st101q05,st104q01,st104q04,st104q05,st104q06,ic01q01,ic01q02,ic01q03,ic01q04,ic01q05,ic01q06,ic01q07,ic01q08,ic01q09,ic01q10,ic01q11,ic02q01,ic02q02,ic02q03,ic02q04,ic02q05,ic02q06,ic02q07,ic03q01,ic04q01,ic05q01,ic06q01,ic07q01,ic08q01,ic08q02,ic08q03,ic08q04,ic08q05,ic08q06,ic08q07,ic08q08,ic08q09,ic08q11,ic09q01,ic09q02,ic09q03,ic09q04,ic09q05,ic09q06,ic09q07,ic10q01,ic10q02,ic10q03,ic10q04,ic10q05,ic10q06,ic10q07,ic10q08,ic10q09,ic11q01,ic11q02,ic11q03,ic11q04,ic11q05,ic11q06,ic11q07,ic22q01,ic22q02,ic22q04,ic22q06,ic22q07,ic22q08,ec01q01,ec02q01,ec03q01,ec03q02,ec03q03,ec03q04,ec03q05,ec03q06,ec03q07,ec03q08,ec03q09,ec03q10,ec04q01a,ec04q01b,ec04q01c,ec04q02a,ec04q02b,ec04q02c,ec04q03a,ec04q03b,ec04q03c,ec04q04a,ec04q04b,ec04q04c,ec04q05a,ec04q05b,ec04q05c,ec04q06a,ec04q06b,ec04q06c,ec05q01,ec06q01,ec07q01,ec07q02,ec07q03,ec07q04,ec07q05,ec08q01,ec08q02,ec08q03,ec08q04,ec09q03,ec10q01,ec11q02,ec11q03,ec12q01,st22q01,st23q01,st23q02,st23q03,st23q04,st23q05,st23q06,st23q07,st23q08,st24q01,st24q02,st24q03,clcuse1,clcuse301,clcuse302,deffort,quest_id,bookid,easy,age,grade,progn,anxmat,atschl,attlnact,belong,bfmj2,bmmj1,clsman,cobn_f,cobn_m,cobn_s,cogact,cultdist,cultpos,disclima,entuse,escs,exapplm,expurem,failmat,famcon,famconc,famstruc,fisced,hedres,heritcul,hisced,hisei,homepos,homsch,hostcul,ictattneg,ictattpos,icthome,ictsch,immig,infocar,infojob1,infojob2,instmot,intmat,iscedd,iscedl,iscedo,langcomm,langn,langrppd,lmins,matbeh,matheff,matintfc,matwketh,misced,mmins,mtsup,ocod1,ocod2,openps,outhours,pared,persev,repeat,scmat,smins,studrel,subnorm,tchbehfa,tchbehso,tchbehtd,teachsup,test_lang,timeint,usemath,usesch,wealth,ancatschl,ancattlnact,ancbelong,ancclsman,anccogact,ancinstmot,ancintmat,ancmatwketh,ancmtsup,ancscmat,ancstudrel,ancsubnorm,pv1math,pv2math,pv3math,pv4math,pv5math,pv1macc,pv2macc,pv3macc,pv4macc,pv5macc,pv1macq,pv2macq,pv3macq,pv4macq,pv5macq,pv1macs,pv2macs,pv3macs,pv4macs,pv5macs,pv1macu,pv2macu,pv3macu,pv4macu,pv5macu,pv1mape,pv2mape,pv3mape,pv4mape,pv5mape,pv1mapf,pv2mapf,pv3mapf,pv4mapf,pv5mapf,pv1mapi,pv2mapi,pv3mapi,pv4mapi,pv5mapi,pv1read,pv2read,pv3read,pv4read,pv5read,pv1scie,pv2scie,pv3scie,pv4scie,pv5scie,w_fstuwt,w_fstr1,w_fstr2,w_fstr3,w_fstr4,w_fstr5,w_fstr6,w_fstr7,w_fstr8,w_fstr9,w_fstr10,w_fstr11,w_fstr12,w_fstr13,w_fstr14,w_fstr15,w_fstr16,w_fstr17,w_fstr18,w_fstr19,w_fstr20,w_fstr21,w_fstr22,w_fstr23,w_fstr24,w_fstr25,w_fstr26,w_fstr27,w_fstr28,w_fstr29,w_fstr30,w_fstr31,w_fstr32,w_fstr33,w_fstr34,w_fstr35,w_fstr36,w_fstr37,w_fstr38,w_fstr39,w_fstr40,w_fstr41,w_fstr42,w_fstr43,w_fstr44,w_fstr45,w_fstr46,w_fstr47,w_fstr48,w_fstr49,w_fstr50,w_fstr51,w_fstr52,w_fstr53,w_fstr54,w_fstr55,w_fstr56,w_fstr57,w_fstr58,w_fstr59,w_fstr60,w_fstr61,w_fstr62,w_fstr63,w_fstr64,w_fstr65,w_fstr66,w_fstr67,w_fstr68,w_fstr69,w_fstr70,w_fstr71,w_fstr72,w_fstr73,w_fstr74,w_fstr75,w_fstr76,w_fstr77,w_fstr78,w_fstr79,w_fstr80,wvarstrr,var_unit,senwgt_stu,ver_stu,sc01q01,sc02q01,sc02q02,sc02q03,sc02q04,sc03q01,sc04q01,sc05q01,sc07q01,sc07q02,sc09q11,sc09q12,sc09q21,sc09q22,sc09q31,sc09q32,sc10q11,sc10q12,sc10q61,sc10q62,sc10q21,sc10q22,sc10q41,sc10q42,sc10q51,sc10q52,sc11q01,sc11q02,sc11q03,sc13q01,sc13q02,sc13q03,sc14q01,sc14q02,sc14q03,sc14q04,sc14q05,sc14q06,sc14q07,sc14q08,sc14q09,sc14q10,sc14q11,sc14q12,sc14q13,sc15q01,sc15q02,sc15q03,sc15q04,sc16q01,sc16q02,sc16q03,sc16q04,sc16q05,sc16q06,sc16q07,sc16q08,sc16q09,sc16q10,sc16q11,sc18q01,sc18q02,sc18q03,sc18q04,sc18q05,sc18q06,sc18q07,sc18q08,sc19q01,sc19q02,sc20q01,sc21q05,sc22q01,sc22q02,sc22q03,sc22q04,sc22q05,sc22q06,sc22q07,sc22q08,sc22q09,sc22q10,sc22q11,sc22q12,sc22q13,sc22q14,sc22q15,sc22q16,sc22q17,sc22q18,sc22q19,sc23q01,sc24q01,sc25q01,sc25q02,sc25q03,sc25q04,sc25q05,sc25q06,sc25q07,sc25q08,sc25q09,sc25q10,sc25q11,sc25q12,sc26q01,sc26q02,sc26q03,sc26q04,sc27q01,sc27q02,sc28q01,sc28q02,sc29q01,sc29q02,sc30q01,sc30q02,sc30q03,sc30q04,sc31q01,sc31q02,sc31q03,sc31q04,sc31q05,sc31q06,sc31q07,sc32q01,sc32q03,sc32q04,sc32q05,sc32q06,sc32q07,sc32q08,sc33q01a,sc33q01b,sc33q01c,sc33q01d,sc33q01e,sc33q02a,sc33q02b,sc33q02c,sc33q02d,sc33q02e,sc33q03a,sc33q03b,sc33q03c,sc33q03d,sc33q03e,sc33q04a,sc33q04b,sc33q04c,sc33q04d,sc33q04e,sc33q05a,sc33q05b,sc33q05c,sc33q05d,sc33q05e,sc33q06a,sc33q06b,sc33q06c,sc33q06d,sc33q06e,sc33q07a,sc33q07b,sc33q07c,sc33q07d,sc33q07e,sc33q08a,sc33q08b,sc33q08c,sc33q08d,sc33q08e,sc33q09a,sc33q09b,sc33q09c,sc33q09d,sc33q09e,sc33q10a,sc33q10b,sc33q10c,sc33q10d,sc33q10e,sc33q11a,sc33q11b,sc33q11c,sc33q11d,sc33q11e,sc33q12a,sc33q12b,sc33q12c,sc33q12d,sc33q12e,sc34q01,sc34q02,sc34q03,sc34q04,sc34q05,sc34q06,sc34q07,sc34q08,sc34q09,sc34q10,sc34q11,sc34q12,sc34q13,sc34q14,sc34q15,sc34q16,sc34q17,sc34q18,sc34q19,sc34q20,sc34q22,sc35q01,sc35q02,sc39q01,sc39q02,sc39q03,sc39q05,sc39q06,sc39q07,sc39q08,sc39q09,sc39q10,sc40q01,sc40q02,sc40q03,sc44q01,sc44q02,sc44q03,sc44q04,sc44q05,sc44q06,sc47q01,sc45q01,sc46q01,sc46q02,sc46q03,sc46q05,sc46q04,sc46q06,sc46q09,sc52q01,sc46q07,sc46q08,sc52q02,sc51q01,sc51q02,abgmath,assess,clsize,compweb,creactiv,leadcom,leadinst,leadpd,leadtch,mactiv,mathexc,pcgirls,propcert,propma5a,propmath,propqual,ratcmp15,respcur,respres,schauton,schltype,schsel,schsize,scmatbui,scmatedu,smratio,stratio,studclim,tcfocst,tchparti,tcmorale,tcshort,teacclim,w_fschwt,senwgt_scq,ver_scq
THA,7640000,THA0210,0,076400,0000120,03225,10,2,02,1997,1,3,6,1,1,1,1,1,1,1,1,2,1,1,2,4,2,2,7,2,1,4,2,2,7,2,1,1,1,1,9999,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,0764002,0764001,0764002,4,4,2,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,3,2,3,2,2,3,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,2,3,1,1,1,1,15,2,0,0,1,3,2,2,1,2,1,1,1,2,1,3,5,4,4,5,4,3,4,3,3,4,3,2,2,3,4,60,60,60,3,3,3,40,29,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,3,2,2,1,3,3,3,2,2,3,2,2,3,2,2,2,2,1,3,3,3,3,3,1,1,4,2,2,2,1,2,1,3,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,1,2,3,3,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,97,97,97,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,8,9,1,3,1,0,15.5,0,07640002,0.06,-0.64,-0.9394,-0.74,30.34,14.21,-0.0784,076400,076400,076400,0.2435,9999,-1.51,-0.08,9999,-1.78,1.0301,0.7955,9999,0.1427,-0.95,2,1,0.04,9999,1,30.34,-0.5,9999,9999,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,1,3,1,9,555,9,180,9999,9999,9999,9999,1,180,0.2486,9112,8322,9999,21,6,9999,0,0.18,180,-0.48,9999,-0.0092,1.1547,0.7228,0.61,555,9997,9999,9999,-0.4,-0.3395,-0.5937,-0.3535,-0.0983,0.1409,9999,9999,9999,-0.0243,0.0358,-0.2217,9999,420.0888,445.7937,419.3099,434.8886,425.5414,465.2672,441.899,430.9939,390.4892,399.8364,423.9835,388.1524,372.5736,337.5214,353.8791,436.4465,400.6154,381.9209,352.3212,363.2264,505.7719,475.3934,462.9304,441.1201,445.0148,399.8364,455.9199,422.4256,364.0053,410.7415,407.6258,443.4569,425.5414,381.9209,459.0357,443.4569,511.2245,509.6666,450.4674,468.3829,527.5847,564.9173,532.3506,522.0246,466.4228,473.7411,470.0112,507.3107,480.2686,444.834,65.2108,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,7,1,0.0928,11JUN14,1,100,0,0,0,4,1,05,1040,989,84,0,84,0,84,0,38,0,38,0,8,0,38,0,9997,9997,73,30,5,3,3,4,4,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,9,1,2,9,3,3,3,3,2,2,1,1,2,2,4,3,3,3,2,3,2,3,3,5,2,50,50,50,50,0,0,0,0,0,10,0,0,2,2,2,2,3,2,3,3,2,2,1,1,1,2,1,1,1,1,3,3,3,3,3,1,2,2,3,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,3,3,3,4,3,4,3,3,4,5,4,3,3,3,4,4,5,4,5,5,5,0,0,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,8,33,0.167,3,-0.0958,-0.2137,-0.8842,0.2118,1,9,0.487,1,0.211,0.452,1,0.411,1.44,2.71,1.6038,3,3,2029,-0.763,-0.6941,53.395,24.155,-0.6182,-1.2132,1.2429,-0.7371,1.4526,-1.5763,35.1135,2.9393,28NOV13
THA,7640000,THA0210,0,076400,0000120,03255,10,2,05,1997,2,3,6,1,1,1,1,1,1,1,1,2,1,2,2,4,2,2,7,2,1,3,2,2,7,2,1,1,1,1,9999,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,0764001,0764001,0764001,4,3,3,1,2,3,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,2,1,2,2,2,2,2,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,2,3,3,4,3,4,3,1,2,3,1,2,2,1,20,5,0,0,0,2,3,2,3,2,2,3,2,3,2,1,4,4,4,4,4,4,4,4,1,3,2,3,1,3,4,60,60,60,2,2,3,31,43,1,2,1,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,3,3,3,3,3,3,4,4,3,2,2,2,2,2,4,3,2,3,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,97,97,97,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,8,9,1,1,6,0,15.25,0,07640002,9999,9999,9999,9999,25.06,24.53,9999,076400,076400,076400,9999,9999,-1.51,9999,9999,-1.44,-0.2531,-0.6635,-0.767,-0.0355,-0.38,2,2,1.12,9999,2,25.06,-0.5,9999,9999,9999,9999,9999,9999,1,9999,9999,9999,1.59,0.91,1,3,1,9,555,9,120,0.811,-0.18,1.4565,0.2882,1,120,9999,5120,9621,-0.9492,27,9,-0.5316,0,9999,180,9999,1.7943,9999,9999,9999,9999,555,9997,9999,9999,-0.64,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,536.0726,518.936,532.1779,482.3259,506.473,499.4625,522.8307,501.0204,508.8098,491.6732,506.473,505.694,476.0944,502.5783,480.768,504.9151,537.6305,471.4208,516.5992,479.9891,556.325,563.3354,525.9464,553.2092,531.399,508.0308,482.3259,471.4208,476.8733,476.8733,508.8098,500.2415,456.621,487.7785,480.768,569.5669,575.7984,523.6096,539.1883,535.2937,574.9764,470.7235,532.4733,473.9313,565.353,577.9,481.8538,576.03510000000006,488.3812,568.5752,65.2108,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,97.8162,97.8162,97.8162,32.6054,32.6054,97.8162,32.6054,32.6054,97.8162,97.8162,32.6054,32.6054,32.6054,32.6054,97.8162,32.6054,97.8162,32.6054,97.8162,97.8162,7,1,0.0928,11JUN14,1,100,0,0,0,4,1,05,1040,989,84,0,84,0,84,0,38,0,38,0,8,0,38,0,9997,9997,73,30,5,3,3,4,4,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,9,1,2,9,3,3,3,3,2,2,1,1,2,2,4,3,3,3,2,3,2,3,3,5,2,50,50,50,50,0,0,0,0,0,10,0,0,2,2,2,2,3,2,3,3,2,2,1,1,1,2,1,1,1,1,3,3,3,3,3,1,2,2,3,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,3,3,3,4,3,4,3,3,4,5,4,3,3,3,4,4,5,4,5,5,5,0,0,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,8,33,0.167,3,-0.0958,-0.2137,-0.8842,0.2118,1,9,0.487,1,0.211,0.452,1,0.411,1.44,2.71,1.6038,3,3,2029,-0.763,-0.6941,53.395,24.155,-0.6182,-1.2132,1.2429,-0.7371,1.4526,-1.5763,35.1135,2.9393,28NOV13
THA,7640000,THA0210,0,076400,0000124,03348,10,2,10,1996,1,3,6,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,7,2,2,4,2,2,7,2,2,1,1,1,9999,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,0764002,0764001,0764001,4,3,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,3,2,2,3,2,3,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,2,2,1,1,1,1,3,1,0,0,1,2,2,3,3,2,2,3,2,3,2,3,5,5,5,5,3,5,5,5,1,5,1,5,4,5,5,60,60,60,2,2,8,35,52,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,4,4,2,3,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,9,2,2,2,3,2,2,2,2,3,2,1,2,2,2,2,2,2,2,3,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,97,97,97,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,8,9,1,3,1,0,15.83,0,07640002,0.32,-0.24,-0.9394,-0.57,18.95,18.95,-0.4499,076400,076400,076400,-0.7532,9999,-0.48,0.81,9999,-2.06,-0.2531,-0.6635,9999,1.4899,0.87,2,1,0.04,9999,1,18.95,-0.66,9999,9999,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,1,3,1,9,616,9,120,9999,9999,9999,9999,1,120,-0.2395,6112,6112,9999,7,6,9999,0,0.18,480,-0.02,9999,-0.0092,0.7183,-0.0798,1.68,555,9997,9999,9999,-0.64,-0.1193,-0.5937,-0.2877,-0.237,-0.4009,9999,9999,9999,-0.1687,0.0358,-0.1113,9999,432.5518,438.0044,468.3829,466.8251,478.5091,453.5831,426.3203,392.047,412.2994,462.9304,409.9626,392.047,339.0793,411.5205,441.899,417.752,376.4683,300.1324,370.2368,399.0575,468.3829,440.3412,421.6467,461.3725,494.8668,395.9417,433.3307,447.3516,415.4152,398.2785,330.511,414.6362,388.9313,398.2785,392.826,378.8051,451.2463,427.0992,410.7415,406.8469,488.6635,522.0246,545.8539,559.3571,525.9961,451.3614,453.2264,457.8888,469.0787,470.9437,65.5373,98.306,32.7687,98.306,32.7687,98.306,98.306,98.306,98.306,32.7687,32.7687,98.306,32.7687,32.7687,98.306,98.306,32.7687,32.7687,32.7687,32.7687,98.306,98.306,32.7687,98.306,32.7687,98.306,98.306,98.306,98.306,32.7687,32.7687,98.306,32.7687,32.7687,98.306,98.306,32.7687,32.7687,32.7687,32.7687,98.306,98.306,32.7687,98.306,32.7687,98.306,98.306,98.306,98.306,32.7687,32.7687,98.306,32.7687,32.7687,98.306,98.306,32.7687,32.7687,32.7687,32.7687,98.306,98.306,32.7687,98.306,32.7687,98.306,98.306,98.306,98.306,32.7687,32.7687,98.306,32.7687,32.7687,98.306,98.306,32.7687,32.7687,32.7687,32.7687,98.306,27,1,0.0932,11JUN14,1,100,0,0,0,4,1,07,1080,1219,90,0,90,0,89,0,13,0,12,0,10,0,12,0,9997,9997,392,47,47,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,2,2,2,2,2,1,3,1,1,2,1,1,4,2,1,0,1,85,90,80,87,40,45,30,35,25,45,80,40,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,3,2,3,3,3,3,3,3,2,9,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,3,3,3,3,2,3,3,4,5,6,4,4,5,4,4,3,3,4,6,6,2,9999,100,1,1,1,1,1,1,1,9,1,1,1,1,1,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,8,43,1,3,-0.0958,-0.5037,-0.1263,0.6907,5,3,0.53,1,0.769,0.144,0.989,0.12,1.44,-0.36,1.6038,3,3,2299,1.3052,1.976,176.846,25.544,-0.1621,2.1197,3.2335,0.8541,-1.0911,0.0647,14.3363,1.2001,28NOV13
